treat,age,educ,black,hisp,married,nodegr,re74,re75,re78
0.00,51.00,12.00,0.00,0.00,1.00,0.00,21792.92,25243.55,25471.57
0.00,20.00,13.00,0.00,0.00,0.00,0.00,6371.54,12233.27,25564.67
0.00,22.00,16.00,0.00,0.00,0.00,0.00,1616.40,2390.08,3522.90
0.00,36.00,13.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,31.00,14.00,0.00,0.00,0.00,0.00,14792.46,18164.61,25564.67
0.00,29.00,5.00,1.00,0.00,1.00,1.00,15856.35,16248.97,25564.67
0.00,18.00,12.00,1.00,0.00,0.00,0.00,1536.07,3313.89,1613.68
0.00,51.00,4.00,1.00,0.00,1.00,1.00,23325.07,24409.26,25564.67
0.00,27.00,16.00,0.00,0.00,1.00,0.00,11150.19,18857.47,25112.49
0.00,37.00,18.00,0.00,1.00,0.00,0.00,20525.28,11771.37,9011.18
0.00,28.00,16.00,0.00,1.00,0.00,0.00,25862.32,25243.55,0.00
0.00,29.00,12.00,0.00,1.00,1.00,0.00,25251.03,23453.23,25564.67
0.00,43.00,18.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,24.00,12.00,0.00,0.00,1.00,0.00,10601.59,17931.87,2014.14
0.00,16.00,9.00,0.00,0.00,0.00,1.00,0.00,1317.68,0.00
0.00,53.00,12.00,0.00,0.00,1.00,0.00,25862.32,25211.32,25564.67
0.00,50.00,11.00,0.00,0.00,1.00,1.00,23236.90,21958.31,20732.50
0.00,34.00,12.00,0.00,0.00,1.00,0.00,15644.75,7003.74,19844.39
0.00,29.00,18.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,29.00,16.00,0.00,1.00,1.00,0.00,23542.55,21245.76,25564.67
0.00,30.00,12.00,0.00,0.00,1.00,0.00,21861.50,22303.84,22434.84
0.00,30.00,12.00,0.00,0.00,1.00,0.00,15973.90,15604.45,25564.67
0.00,22.00,7.00,0.00,0.00,0.00,1.00,12294.40,15149.71,4781.92
0.00,22.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
0.00,53.00,12.00,0.00,0.00,1.00,0.00,21694.96,20678.23,25275.04
0.00,51.00,6.00,1.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,24.00,12.00,0.00,0.00,1.00,0.00,21663.61,24140.71,25564.67
0.00,44.00,12.00,0.00,0.00,0.00,0.00,25862.32,21174.15,25564.67
0.00,47.00,12.00,0.00,0.00,1.00,0.00,25862.32,22284.15,25013.48
0.00,42.00,11.00,0.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,29.00,18.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,30.00,14.00,0.00,0.00,1.00,0.00,25862.32,18182.52,2588.98
0.00,39.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,26.00,17.00,0.00,0.00,0.00,0.00,15280.32,15181.94,17595.29
0.00,33.00,12.00,0.00,0.00,1.00,0.00,23229.07,22830.19,25564.67
0.00,31.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,38.00,16.00,0.00,0.00,1.00,0.00,25862.32,23299.26,25564.67
0.00,42.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,28.00,9.00,0.00,0.00,1.00,1.00,25168.74,24872.95,25564.67
0.00,36.00,10.00,1.00,0.00,1.00,1.00,8450.32,18103.74,23767.75
0.00,30.00,14.00,1.00,0.00,1.00,0.00,0.00,0.00,329.53
0.00,42.00,9.00,1.00,0.00,0.00,1.00,7666.61,3231.53,0.00
0.00,33.00,16.00,0.00,0.00,1.00,0.00,25862.32,20586.92,25564.67
0.00,33.00,16.00,0.00,0.00,1.00,0.00,24155.80,25243.55,25564.67
0.00,49.00,10.00,0.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,53.00,16.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,30.00,16.00,0.00,0.00,1.00,0.00,16201.18,16134.39,16330.36
0.00,32.00,13.00,1.00,0.00,1.00,0.00,25276.50,25243.55,25551.37
0.00,38.00,12.00,0.00,0.00,1.00,0.00,25862.32,14945.61,25564.67
0.00,53.00,12.00,0.00,0.00,1.00,0.00,25862.32,4380.92,25564.67
0.00,21.00,12.00,0.00,0.00,0.00,0.00,10088.26,12363.97,15560.46
0.00,33.00,16.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,17.00,11.00,0.00,0.00,0.00,1.00,2662.64,2973.73,0.00
0.00,53.00,6.00,0.00,1.00,1.00,1.00,13789.32,12226.11,13549.27
0.00,31.00,16.00,1.00,0.00,0.00,0.00,12112.19,16544.37,25564.67
0.00,25.00,18.00,0.00,1.00,0.00,0.00,8887.23,18098.37,11521.83
0.00,45.00,16.00,0.00,0.00,1.00,0.00,7837.07,4427.47,19235.57
0.00,51.00,16.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,28.00,16.00,0.00,1.00,0.00,0.00,16150.24,16968.68,23339.21
0.00,28.00,16.00,0.00,1.00,0.00,0.00,25862.32,25243.55,25564.67
0.00,28.00,17.00,0.00,0.00,0.00,0.00,25862.32,25243.55,25564.67
0.00,52.00,5.00,0.00,0.00,1.00,1.00,9717.96,0.00,3259.87
0.00,36.00,16.00,0.00,0.00,0.00,0.00,25862.32,5195.52,4606.07
0.00,27.00,13.00,0.00,0.00,1.00,0.00,14845.36,20624.52,685.67
0.00,37.00,13.00,0.00,0.00,1.00,0.00,25860.36,22234.02,25564.67
0.00,51.00,11.00,0.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,51.00,12.00,0.00,0.00,1.00,0.00,15734.87,25243.55,25564.67
0.00,32.00,12.00,0.00,0.00,1.00,0.00,21900.68,25243.55,25564.67
0.00,36.00,14.00,0.00,0.00,1.00,0.00,25862.32,25016.18,22507.25
0.00,32.00,12.00,0.00,0.00,0.00,0.00,18407.31,17788.65,20089.69
0.00,35.00,17.00,0.00,0.00,1.00,0.00,21812.52,20937.82,3750.47
0.00,49.00,17.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,47.00,8.00,0.00,0.00,1.00,1.00,17225.87,24493.40,24531.74
0.00,32.00,9.00,0.00,0.00,1.00,1.00,15466.45,14036.13,14280.75
0.00,21.00,9.00,0.00,0.00,1.00,1.00,6741.84,3405.19,4365.20
0.00,44.00,14.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,20.00,12.00,0.00,0.00,1.00,0.00,23309.40,22456.02,25564.67
0.00,21.00,14.00,0.00,0.00,0.00,0.00,5213.61,213.05,5560.69
0.00,33.00,14.00,0.00,0.00,1.00,0.00,14518.17,25243.55,25564.67
0.00,28.00,13.00,0.00,0.00,1.00,0.00,25862.32,21369.29,19655.24
0.00,54.00,8.00,0.00,0.00,1.00,1.00,20486.09,14136.39,23899.27
0.00,35.00,16.00,0.00,0.00,1.00,0.00,436.92,2329.21,25564.67
0.00,26.00,16.00,1.00,0.00,1.00,0.00,18955.91,17913.97,21427.04
0.00,28.00,12.00,0.00,0.00,1.00,0.00,23311.36,21000.48,0.00
0.00,26.00,12.00,0.00,0.00,1.00,0.00,6567.46,13833.82,19949.31
0.00,50.00,12.00,0.00,0.00,1.00,0.00,14093.01,9703.55,20199.04
0.00,28.00,12.00,0.00,0.00,1.00,0.00,19191.02,20977.21,25564.67
0.00,37.00,10.00,0.00,0.00,0.00,1.00,25862.32,25243.55,25564.67
0.00,16.00,9.00,0.00,0.00,0.00,1.00,0.00,0.00,1384.63
0.00,45.00,8.00,0.00,0.00,1.00,1.00,14719.97,14632.31,15239.79
0.00,50.00,10.00,0.00,0.00,1.00,1.00,11837.89,11511.77,23614.07
0.00,34.00,8.00,0.00,0.00,1.00,1.00,13015.41,12935.08,25564.67
0.00,47.00,8.00,0.00,0.00,1.00,1.00,20633.04,22678.02,25564.67
0.00,41.00,9.00,0.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,46.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,24.00,16.00,0.00,0.00,1.00,0.00,12766.58,25128.97,25564.67
0.00,28.00,12.00,0.00,0.00,1.00,0.00,13609.07,11134.02,65.02
0.00,32.00,16.00,0.00,0.00,0.00,0.00,23767.87,25064.52,24081.03
0.00,41.00,12.00,0.00,0.00,1.00,0.00,6063.93,22552.69,14149.23
0.00,26.00,16.00,0.00,0.00,1.00,0.00,14998.19,20919.92,18996.18
0.00,28.00,14.00,0.00,0.00,1.00,0.00,15296.00,14220.53,12771.99
0.00,48.00,10.00,0.00,0.00,1.00,1.00,8113.32,1648.89,3738.65
0.00,22.00,14.00,0.00,0.00,1.00,0.00,6326.47,10790.27,15786.55
0.00,53.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,0.00
0.00,37.00,12.00,0.00,0.00,1.00,0.00,21508.83,18957.73,19470.53
0.00,35.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,35.00,11.00,0.00,0.00,1.00,1.00,19594.63,17738.52,17796.26
0.00,32.00,13.00,0.00,0.00,0.00,0.00,25862.32,25241.76,25564.67
0.00,46.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,49.00,6.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
0.00,28.00,8.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
0.00,40.00,9.00,0.00,0.00,1.00,1.00,24173.43,25243.55,25564.67
0.00,42.00,18.00,1.00,0.00,1.00,0.00,25862.32,25243.55,22730.39
0.00,36.00,12.00,0.00,0.00,1.00,0.00,12355.14,9673.11,0.00
0.00,25.00,16.00,0.00,0.00,1.00,0.00,4629.75,21333.48,25564.67
0.00,38.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,28.00,16.00,0.00,0.00,1.00,0.00,22390.50,19140.34,19316.84
0.00,35.00,18.00,0.00,1.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,19.00,12.00,0.00,0.00,1.00,0.00,1118.74,655.26,25419.85
0.00,42.00,12.00,0.00,0.00,1.00,0.00,18323.06,17896.06,21628.01
0.00,19.00,9.00,0.00,0.00,0.00,1.00,6980.87,11168.03,10484.47
0.00,47.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,20.00,10.00,0.00,0.00,1.00,1.00,4919.72,13235.85,8003.37
0.00,48.00,14.00,0.00,0.00,1.00,0.00,23266.29,23150.66,4586.86
0.00,54.00,8.00,0.00,0.00,1.00,1.00,15303.83,12990.58,13018.77
0.00,17.00,10.00,0.00,0.00,0.00,1.00,3636.40,6223.16,9828.36
0.00,21.00,12.00,0.00,0.00,1.00,0.00,9612.16,12777.53,16865.29
0.00,49.00,4.00,0.00,0.00,1.00,1.00,9206.60,13948.40,20462.08
0.00,40.00,12.00,0.00,0.00,1.00,0.00,8397.42,14494.45,13024.68
0.00,18.00,12.00,0.00,0.00,0.00,0.00,1451.82,11893.11,21437.38
0.00,18.00,9.00,0.00,0.00,0.00,1.00,1206.91,1994.42,10360.34
0.00,41.00,12.00,0.00,0.00,1.00,0.00,125.39,0.00,0.00
0.00,24.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,53.00,7.00,0.00,0.00,1.00,1.00,7364.88,9597.92,257.12
0.00,30.00,13.00,0.00,0.00,0.00,0.00,25613.49,25243.55,24428.30
0.00,34.00,12.00,0.00,0.00,0.00,0.00,15019.74,20986.16,25564.67
0.00,45.00,16.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,51.00,15.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,37.00,16.00,0.00,0.00,1.00,0.00,9330.03,0.00,12508.96
0.00,32.00,14.00,0.00,0.00,0.00,0.00,23560.18,23757.58,23789.92
0.00,41.00,10.00,0.00,0.00,1.00,1.00,25862.32,24602.61,0.00
0.00,23.00,12.00,0.00,0.00,1.00,0.00,25631.13,25243.55,25564.67
0.00,29.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,23.00,12.00,0.00,0.00,1.00,0.00,16334.41,15937.45,25564.67
0.00,38.00,16.00,0.00,0.00,0.00,0.00,25862.32,15087.05,22878.16
0.00,26.00,18.00,0.00,0.00,1.00,0.00,4181.08,25243.55,25564.67
0.00,23.00,15.00,0.00,0.00,0.00,0.00,12558.90,12913.60,8189.56
0.00,32.00,16.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,55.00,14.00,0.00,0.00,1.00,0.00,25862.32,25243.55,3151.99
0.00,46.00,16.00,0.00,0.00,1.00,0.00,869.91,25243.55,25564.67
0.00,33.00,18.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,26.00,16.00,0.00,0.00,1.00,0.00,4235.94,0.00,0.00
0.00,27.00,12.00,1.00,0.00,1.00,0.00,3277.85,1482.39,2389.48
0.00,32.00,12.00,1.00,0.00,1.00,0.00,25862.32,23685.97,25564.67
0.00,31.00,12.00,0.00,0.00,1.00,0.00,10358.64,11694.39,15505.78
0.00,24.00,12.00,0.00,0.00,1.00,0.00,15182.36,25243.55,25564.67
0.00,55.00,8.00,0.00,0.00,1.00,1.00,11175.66,10487.71,9349.58
0.00,18.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,29.00,12.00,0.00,0.00,0.00,0.00,1516.47,6627.77,5848.84
0.00,26.00,12.00,0.00,0.00,0.00,0.00,10693.68,12718.45,8931.38
0.00,22.00,12.00,0.00,0.00,0.00,0.00,13556.17,12568.06,13407.41
0.00,32.00,16.00,0.00,0.00,1.00,0.00,9373.13,8405.57,22303.33
0.00,25.00,12.00,0.00,0.00,1.00,0.00,19810.15,22207.16,2212.16
0.00,40.00,9.00,0.00,0.00,0.00,1.00,3949.88,0.00,4220.39
0.00,16.00,7.00,0.00,0.00,0.00,1.00,658.31,479.81,6210.89
0.00,47.00,9.00,1.00,0.00,0.00,1.00,10025.57,10450.11,11560.25
0.00,20.00,14.00,1.00,0.00,0.00,0.00,4872.70,4144.60,15579.67
0.00,33.00,13.00,0.00,0.00,1.00,0.00,18513.11,17038.50,20419.23
0.00,40.00,12.00,0.00,0.00,1.00,0.00,11706.62,25243.55,11638.57
0.00,16.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,9667.29
0.00,30.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,21.00,12.00,1.00,0.00,0.00,0.00,12398.24,13567.06,22529.42
0.00,18.00,8.00,1.00,0.00,0.00,1.00,0.00,320.47,598.48
0.00,46.00,11.00,0.00,0.00,0.00,1.00,19961.01,23159.61,21595.50
0.00,52.00,12.00,0.00,0.00,1.00,0.00,15672.18,17262.29,18356.32
0.00,20.00,11.00,0.00,1.00,0.00,1.00,5462.44,5172.24,4594.25
0.00,26.00,12.00,1.00,0.00,0.00,0.00,12200.35,10869.05,11411.00
0.00,21.00,12.00,1.00,0.00,0.00,0.00,8714.82,6957.19,14645.75
0.00,30.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,35.00,18.00,0.00,0.00,0.00,0.00,18877.54,19774.11,21186.17
0.00,48.00,7.00,0.00,0.00,1.00,1.00,23636.59,23190.05,25564.67
0.00,19.00,12.00,0.00,0.00,0.00,0.00,7494.20,11176.98,14792.04
0.00,20.00,12.00,0.00,0.00,1.00,0.00,15787.77,24056.56,25564.67
0.00,53.00,11.00,0.00,0.00,1.00,1.00,14784.63,17503.98,9476.66
0.00,41.00,9.00,0.00,1.00,1.00,1.00,11107.08,12507.19,25564.67
0.00,38.00,8.00,0.00,1.00,1.00,1.00,1052.13,4148.18,23231.34
0.00,42.00,5.00,0.00,1.00,1.00,1.00,6393.09,10525.31,11526.27
0.00,19.00,8.00,0.00,1.00,0.00,1.00,2823.30,3227.95,338.40
0.00,16.00,8.00,0.00,1.00,0.00,1.00,0.00,843.24,2269.79
0.00,28.00,11.00,0.00,1.00,1.00,1.00,18736.47,1647.10,22041.77
0.00,44.00,1.00,0.00,1.00,1.00,1.00,9482.85,2629.98,619.17
0.00,52.00,0.00,0.00,1.00,1.00,1.00,773.91,2506.45,0.00
0.00,30.00,16.00,0.00,0.00,1.00,0.00,13119.25,16035.92,17584.95
0.00,23.00,16.00,0.00,0.00,0.00,0.00,1969.06,8473.60,11044.53
0.00,53.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,23646.58
0.00,55.00,7.00,0.00,0.00,1.00,1.00,13262.28,12963.73,12302.07
0.00,41.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,41.00,12.00,0.00,0.00,1.00,0.00,18765.86,18952.35,11121.37
0.00,34.00,14.00,0.00,0.00,1.00,0.00,8513.01,20388.19,25564.67
0.00,26.00,10.00,0.00,0.00,1.00,1.00,20060.93,25243.55,25564.67
0.00,21.00,12.00,0.00,0.00,1.00,0.00,6624.28,14524.89,25564.67
0.00,25.00,12.00,0.00,0.00,1.00,0.00,13765.81,21134.76,25564.67
0.00,26.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,36.00,9.00,0.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,23.00,8.00,0.00,0.00,1.00,1.00,17995.87,25243.55,18750.87
0.00,31.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,33.00,17.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,52.00,1.00,1.00,0.00,1.00,1.00,13918.63,14922.34,2355.50
0.00,25.00,14.00,0.00,0.00,1.00,0.00,4996.13,3913.65,4180.49
0.00,35.00,10.00,0.00,0.00,1.00,1.00,4964.78,1086.73,1745.20
0.00,19.00,13.00,0.00,0.00,1.00,0.00,0.00,6126.48,11780.44
0.00,24.00,13.00,0.00,0.00,1.00,0.00,14974.68,13993.16,3324.89
0.00,54.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,31.00,12.00,0.00,0.00,1.00,0.00,2411.86,1258.60,1513.19
0.00,44.00,14.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,48.00,6.00,0.00,0.00,0.00,1.00,4406.39,4388.08,6355.70
0.00,40.00,10.00,0.00,0.00,1.00,1.00,20017.83,20339.85,22205.80
0.00,18.00,11.00,0.00,0.00,0.00,1.00,769.99,4355.86,10202.22
0.00,16.00,9.00,0.00,0.00,0.00,1.00,0.00,0.00,8968.32
0.00,44.00,11.00,1.00,0.00,1.00,1.00,14618.09,18282.77,14925.04
0.00,29.00,12.00,0.00,0.00,1.00,0.00,7731.27,20096.37,20271.45
0.00,29.00,12.00,0.00,0.00,0.00,0.00,21203.19,20726.56,25564.67
0.00,55.00,8.00,0.00,0.00,0.00,1.00,25862.32,23369.08,25564.67
0.00,37.00,8.00,0.00,0.00,1.00,1.00,14631.80,14874.00,19387.77
0.00,32.00,15.00,0.00,0.00,1.00,0.00,22966.53,24731.52,25564.67
0.00,41.00,8.00,0.00,0.00,1.00,1.00,15732.91,12419.47,14828.99
0.00,28.00,12.00,0.00,0.00,1.00,0.00,15215.67,15153.29,16207.71
0.00,22.00,12.00,0.00,0.00,1.00,0.00,7478.52,6271.50,14750.67
0.00,29.00,12.00,0.00,1.00,1.00,0.00,20586.02,19829.61,21942.76
0.00,29.00,12.00,0.00,0.00,1.00,0.00,1681.05,6015.48,121.17
0.00,44.00,7.00,0.00,0.00,1.00,1.00,18291.71,16979.42,21713.71
0.00,53.00,14.00,0.00,0.00,1.00,0.00,0.00,16139.76,0.00
0.00,31.00,17.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,31.00,14.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,35.00,15.00,0.00,0.00,1.00,0.00,3642.28,0.00,2874.18
0.00,34.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,40.00,18.00,0.00,0.00,0.00,0.00,22664.80,14736.15,12472.01
0.00,30.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,24502.18
0.00,52.00,6.00,0.00,1.00,0.00,1.00,16594.99,17990.95,16951.00
0.00,51.00,7.00,0.00,0.00,1.00,1.00,3136.79,0.00,25564.67
0.00,22.00,8.00,0.00,0.00,1.00,1.00,6012.99,3063.24,4928.22
0.00,31.00,11.00,0.00,0.00,1.00,1.00,9412.32,6745.94,18836.58
0.00,54.00,16.00,0.00,0.00,1.00,0.00,3364.06,0.00,0.00
0.00,29.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,18484.88
0.00,53.00,2.00,1.00,0.00,1.00,1.00,6250.06,775.21,0.00
0.00,31.00,5.00,0.00,0.00,1.00,1.00,19627.93,18665.90,3125.39
0.00,48.00,11.00,0.00,0.00,1.00,1.00,6246.14,10580.81,11648.92
0.00,31.00,12.00,0.00,0.00,1.00,0.00,15966.07,6087.10,7694.52
0.00,37.00,11.00,0.00,1.00,0.00,1.00,615.21,4713.92,0.00
0.00,31.00,4.00,0.00,1.00,0.00,1.00,0.00,0.00,1161.49
0.00,29.00,10.00,0.00,1.00,0.00,1.00,3732.40,1323.05,6694.10
0.00,26.00,9.00,0.00,1.00,0.00,1.00,1563.50,0.00,2862.36
0.00,19.00,12.00,0.00,1.00,0.00,0.00,0.00,0.00,18573.55
0.00,37.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,24.00,15.00,0.00,0.00,0.00,0.00,14141.99,15545.37,0.00
0.00,23.00,16.00,0.00,0.00,0.00,0.00,5764.16,3417.73,11641.53
0.00,21.00,13.00,0.00,0.00,0.00,0.00,1058.00,3229.74,4461.26
0.00,21.00,16.00,0.00,0.00,0.00,0.00,14655.32,16490.66,8287.09
0.00,50.00,12.00,0.00,0.00,0.00,0.00,16003.29,17045.66,20172.45
0.00,20.00,14.00,0.00,0.00,0.00,0.00,8148.59,15516.73,13624.64
0.00,52.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,26.00,12.00,0.00,0.00,1.00,0.00,10540.86,10312.26,12293.21
0.00,55.00,9.00,0.00,0.00,1.00,1.00,19138.12,20309.42,20936.43
0.00,35.00,10.00,0.00,0.00,1.00,1.00,8420.93,11458.06,15956.49
0.00,28.00,12.00,0.00,0.00,1.00,0.00,19032.32,18818.08,21063.51
0.00,34.00,12.00,0.00,0.00,1.00,0.00,10152.92,13119.48,15674.25
0.00,28.00,12.00,0.00,0.00,1.00,0.00,22517.85,20912.76,25564.67
0.00,33.00,10.00,0.00,0.00,0.00,1.00,0.00,599.76,8789.52
0.00,38.00,14.00,0.00,0.00,1.00,0.00,25778.07,24677.81,25564.67
0.00,24.00,12.00,0.00,0.00,0.00,0.00,8452.28,8072.57,7416.71
0.00,39.00,12.00,0.00,0.00,1.00,0.00,18977.46,18261.29,20581.78
0.00,26.00,9.00,0.00,0.00,0.00,1.00,4106.62,472.65,8168.87
0.00,21.00,12.00,0.00,0.00,0.00,0.00,9665.06,4110.58,1687.56
0.00,24.00,12.00,0.00,0.00,1.00,0.00,11116.88,802.06,14839.33
0.00,22.00,8.00,0.00,0.00,0.00,1.00,2251.20,5199.10,4362.25
0.00,19.00,12.00,1.00,0.00,0.00,0.00,1007.06,3197.52,13481.30
0.00,23.00,12.00,0.00,0.00,1.00,0.00,13548.33,13065.77,13268.51
0.00,24.00,10.00,0.00,0.00,1.00,1.00,6575.30,18712.45,2410.17
0.00,29.00,16.00,0.00,0.00,1.00,0.00,5002.01,2834.08,0.00
0.00,30.00,11.00,1.00,0.00,1.00,1.00,0.00,3270.92,0.00
0.00,54.00,7.00,1.00,0.00,1.00,1.00,8034.95,15770.95,0.00
0.00,24.00,12.00,0.00,0.00,1.00,0.00,25329.40,25243.55,24038.18
0.00,35.00,14.00,0.00,0.00,1.00,0.00,12504.04,14353.02,17611.55
0.00,29.00,12.00,0.00,0.00,1.00,0.00,19800.35,21584.13,7582.22
0.00,22.00,12.00,0.00,0.00,0.00,0.00,5634.85,5517.77,15199.90
0.00,22.00,12.00,1.00,0.00,0.00,0.00,3403.25,196.94,7028.07
0.00,34.00,5.00,0.00,0.00,1.00,1.00,13019.33,13160.66,7647.24
0.00,41.00,6.00,0.00,0.00,1.00,1.00,17586.38,15846.15,16201.79
0.00,27.00,12.00,0.00,0.00,0.00,0.00,17059.34,17226.48,17985.41
0.00,41.00,12.00,1.00,0.00,0.00,0.00,13323.01,13158.87,13132.56
0.00,21.00,12.00,0.00,0.00,1.00,0.00,9451.50,4380.92,5322.77
0.00,17.00,10.00,0.00,0.00,0.00,1.00,0.00,182.61,6423.68
0.00,43.00,12.00,0.00,0.00,1.00,0.00,14665.11,16240.02,12133.61
0.00,23.00,14.00,0.00,0.00,0.00,0.00,1103.07,1786.74,8626.97
0.00,32.00,16.00,0.00,0.00,1.00,0.00,19575.03,21102.53,21041.35
0.00,41.00,13.00,0.00,0.00,0.00,0.00,1022.74,5931.34,0.00
0.00,29.00,12.00,0.00,0.00,1.00,0.00,18281.92,17656.16,19559.19
0.00,38.00,12.00,0.00,0.00,1.00,0.00,25358.79,25243.55,18997.65
0.00,46.00,6.00,0.00,0.00,1.00,1.00,16334.41,9716.08,12503.04
0.00,18.00,10.00,0.00,0.00,0.00,1.00,1291.16,1693.65,12596.14
0.00,20.00,9.00,0.00,0.00,1.00,1.00,7360.97,5530.31,17264.28
0.00,53.00,6.00,0.00,0.00,1.00,1.00,5636.81,7535.47,6326.15
0.00,16.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
0.00,29.00,16.00,0.00,0.00,0.00,0.00,14145.91,13463.23,25564.67
0.00,50.00,8.00,0.00,0.00,1.00,1.00,21542.14,19638.05,17302.70
0.00,40.00,3.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
0.00,45.00,12.00,0.00,0.00,1.00,0.00,25401.89,19614.77,21995.96
0.00,35.00,6.00,0.00,0.00,1.00,1.00,9002.83,3258.39,4285.41
0.00,24.00,10.00,0.00,0.00,1.00,1.00,3669.71,3813.39,13858.12
0.00,44.00,8.00,0.00,0.00,1.00,1.00,18742.35,22525.84,23040.71
0.00,33.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,32.00,16.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,30.00,16.00,0.00,0.00,1.00,0.00,13746.22,15873.00,25564.67
0.00,30.00,12.00,0.00,0.00,1.00,0.00,11303.01,4456.11,3153.47
0.00,31.00,18.00,0.00,0.00,1.00,0.00,0.00,3560.95,15392.00
0.00,19.00,11.00,0.00,0.00,0.00,1.00,9081.20,9943.45,0.00
0.00,25.00,12.00,0.00,0.00,1.00,0.00,5049.03,9250.60,25564.67
0.00,33.00,10.00,1.00,0.00,1.00,1.00,21069.96,20973.63,22182.15
0.00,25.00,12.00,0.00,1.00,0.00,0.00,15331.26,17077.89,13518.24
0.00,45.00,8.00,0.00,0.00,1.00,1.00,23540.59,21197.42,4017.94
0.00,30.00,12.00,0.00,0.00,1.00,0.00,22461.03,21630.68,13104.48
0.00,20.00,11.00,0.00,0.00,0.00,1.00,16185.50,13776.53,15068.38
0.00,16.00,9.00,0.00,0.00,0.00,1.00,0.00,293.61,1799.87
0.00,24.00,5.00,0.00,0.00,1.00,1.00,10918.99,11975.47,18942.98
0.00,24.00,11.00,1.00,0.00,1.00,1.00,2997.68,7956.19,16528.37
0.00,30.00,7.00,0.00,0.00,0.00,1.00,15280.32,16832.61,25564.67
0.00,21.00,14.00,0.00,0.00,0.00,0.00,107.76,293.61,7698.96
0.00,25.00,15.00,0.00,0.00,0.00,0.00,10644.70,11089.26,1492.50
