AreaCode,Area,Year,Series,Value
438,Liechtenstein,2010,"Total Sexual Violence at the national level, rate per 100,000",16.5
438,Liechtenstein,2015,"Intentional homicide rates per 100,000",0
438,Liechtenstein,2015,"Assault rate per 100,000 population",327.7
438,Liechtenstein,2015,"Theft at the national level, rate per 100,000 population",514.2
438,Liechtenstein,2015,"Robbery at the national level, rate per 100,000 population",8
438,Liechtenstein,2015,"Total Sexual Violence at the national level, rate per 100,000",24
440,Lithuania,2005,"Intentional homicide rates per 100,000",11.1
440,Lithuania,2005,"Percentage of male and female intentional homicide victims, Male",17.5
440,Lithuania,2005,"Percentage of male and female intentional homicide victims, Female",5.6
440,Lithuania,2005,"Assault rate per 100,000 population",12.2
440,Lithuania,2005,"Kidnapping at the national level, rate per 100,000",2.1
440,Lithuania,2005,"Theft at the national level, rate per 100,000 population",826.1
440,Lithuania,2005,"Robbery at the national level, rate per 100,000 population",155.7
440,Lithuania,2005,"Total Sexual Violence at the national level, rate per 100,000",16.7
440,Lithuania,2010,"Intentional homicide rates per 100,000",7
440,Lithuania,2010,"Percentage of male and female intentional homicide victims, Male",10
440,Lithuania,2010,"Percentage of male and female intentional homicide victims, Female",4.4
440,Lithuania,2010,"Assault rate per 100,000 population",7.9
440,Lithuania,2010,"Kidnapping at the national level, rate per 100,000",2.2
440,Lithuania,2010,"Theft at the national level, rate per 100,000 population",849.6
440,Lithuania,2010,"Robbery at the national level, rate per 100,000 population",87.3
440,Lithuania,2010,"Total Sexual Violence at the national level, rate per 100,000",16.5
440,Lithuania,2015,"Intentional homicide rates per 100,000",5.9
440,Lithuania,2015,"Percentage of male and female intentional homicide victims, Male",9.1
440,Lithuania,2015,"Percentage of male and female intentional homicide victims, Female",3.1
440,Lithuania,2015,"Assault rate per 100,000 population",7.4
440,Lithuania,2015,"Kidnapping at the national level, rate per 100,000",1.7
440,Lithuania,2015,"Theft at the national level, rate per 100,000 population",699
440,Lithuania,2015,"Robbery at the national level, rate per 100,000 population",55.2
440,Lithuania,2015,"Total Sexual Violence at the national level, rate per 100,000",13
442,Luxembourg,2004,"Intentional homicide rates per 100,000",0.4
442,Luxembourg,2004,"Percentage of male and female intentional homicide victims, Male",0.4
442,Luxembourg,2004,"Percentage of male and female intentional homicide victims, Female",0.4
442,Luxembourg,2005,"Intentional homicide rates per 100,000",0.9
442,Luxembourg,2010,"Intentional homicide rates per 100,000",2
442,Luxembourg,2010,"Percentage of male and female intentional homicide victims, Male",2
442,Luxembourg,2010,"Percentage of male and female intentional homicide victims, Female",2
442,Luxembourg,2010,"Assault rate per 100,000 population",487.3
442,Luxembourg,2010,"Kidnapping at the national level, rate per 100,000",5.3
442,Luxembourg,2010,"Theft at the national level, rate per 100,000 population","1,421.20"
442,Luxembourg,2010,"Robbery at the national level, rate per 100,000 population",74.2
442,Luxembourg,2010,"Total Sexual Violence at the national level, rate per 100,000",41.5
442,Luxembourg,2014,"Intentional homicide rates per 100,000",0.7
442,Luxembourg,2014,"Percentage of male and female intentional homicide victims, Male",0.7
442,Luxembourg,2014,"Percentage of male and female intentional homicide victims, Female",0.7
442,Luxembourg,2014,"Assault rate per 100,000 population",572.6
442,Luxembourg,2014,"Kidnapping at the national level, rate per 100,000",9.3
442,Luxembourg,2014,"Theft at the national level, rate per 100,000 population","1,843.20"
442,Luxembourg,2014,"Robbery at the national level, rate per 100,000 population",110.5
442,Luxembourg,2014,"Total Sexual Violence at the national level, rate per 100,000",51.4
450,Madagascar,2005,"Intentional homicide rates per 100,000",10
450,Madagascar,2010,"Intentional homicide rates per 100,000",9.2
450,Madagascar,2010,"Assault rate per 100,000 population",16.4
450,Madagascar,2010,"Theft at the national level, rate per 100,000 population",0.3
450,Madagascar,2010,"Robbery at the national level, rate per 100,000 population",14.9
450,Madagascar,2010,"Total Sexual Violence at the national level, rate per 100,000",3.3
450,Madagascar,2015,"Intentional homicide rates per 100,000",7.7
450,Madagascar,2015,"Percentage of male and female intentional homicide victims, Male",12.1
450,Madagascar,2015,"Percentage of male and female intentional homicide victims, Female",3.3
450,Madagascar,2015,"Assault rate per 100,000 population",9
450,Madagascar,2015,"Kidnapping at the national level, rate per 100,000",0.1
450,Madagascar,2015,"Theft at the national level, rate per 100,000 population",0.9
450,Madagascar,2015,"Robbery at the national level, rate per 100,000 population",7.2
450,Madagascar,2015,"Total Sexual Violence at the national level, rate per 100,000",4.6
454,Malawi,2005,"Intentional homicide rates per 100,000",1.5
454,Malawi,2010,"Intentional homicide rates per 100,000",3.4
454,Malawi,2012,"Intentional homicide rates per 100,000",1.7
454,Malawi,2012,"Percentage of male and female intentional homicide victims, Male",2.7
454,Malawi,2012,"Percentage of male and female intentional homicide victims, Female",0.8
458,Malaysia,2005,"Intentional homicide rates per 100,000",2.4
458,Malaysia,2005,"Assault rate per 100,000 population",16.5
458,Malaysia,2005,"Theft at the national level, rate per 100,000 population",133
458,Malaysia,2005,"Robbery at the national level, rate per 100,000 population",59.7
458,Malaysia,2006,"Intentional homicide rates per 100,000",2.2
458,Malaysia,2006,"Assault rate per 100,000 population",21.8
458,Malaysia,2006,"Theft at the national level, rate per 100,000 population",141.4
458,Malaysia,2006,"Robbery at the national level, rate per 100,000 population",81.6
458,Malaysia,2010,"Intentional homicide rates per 100,000",1.9
458,Malaysia,2010,"Percentage of male and female intentional homicide victims, Male",3
458,Malaysia,2010,"Percentage of male and female intentional homicide victims, Female",0.7
458,Malaysia,2013,"Intentional homicide rates per 100,000",2.1
462,Maldives,2003,"Intentional homicide rates per 100,000",1.3
462,Maldives,2003,"Robbery at the national level, rate per 100,000 population",90.9
462,Maldives,2004,"Kidnapping at the national level, rate per 100,000",0.3
462,Maldives,2004,"Robbery at the national level, rate per 100,000 population",155.7
462,Maldives,2010,"Intentional homicide rates per 100,000",1.6
462,Maldives,2010,"Assault rate per 100,000 population",444.4
462,Maldives,2010,"Kidnapping at the national level, rate per 100,000",7.8
462,Maldives,2010,"Theft at the national level, rate per 100,000 population","1,203.00"
462,Maldives,2010,"Robbery at the national level, rate per 100,000 population",164.5
462,Maldives,2010,"Total Sexual Violence at the national level, rate per 100,000",157.3
462,Maldives,2013,"Intentional homicide rates per 100,000",0.8
462,Maldives,2013,"Percentage of male and female intentional homicide victims, Male",1.1
462,Maldives,2013,"Percentage of male and female intentional homicide victims, Female",0.3
462,Maldives,2013,"Assault rate per 100,000 population",367.1
462,Maldives,2013,"Kidnapping at the national level, rate per 100,000",2.3
462,Maldives,2013,"Theft at the national level, rate per 100,000 population","1,903.40"
462,Maldives,2013,"Robbery at the national level, rate per 100,000 population",207.6
462,Maldives,2013,"Total Sexual Violence at the national level, rate per 100,000",163.2
466,Mali,2005,"Intentional homicide rates per 100,000",12.7
466,Mali,2010,"Intentional homicide rates per 100,000",12.2
466,Mali,2015,"Intentional homicide rates per 100,000",10.9
466,Mali,2015,"Percentage of male and female intentional homicide victims, Male",16.7
466,Mali,2015,"Percentage of male and female intentional homicide victims, Female",5.1
470,Malta,2005,"Intentional homicide rates per 100,000",1
470,Malta,2005,"Percentage of male and female intentional homicide victims, Male",1
470,Malta,2005,"Percentage of male and female intentional homicide victims, Female",1
470,Malta,2005,"Theft at the national level, rate per 100,000 population","2,420.60"
470,Malta,2005,"Robbery at the national level, rate per 100,000 population",64.5
470,Malta,2010,"Intentional homicide rates per 100,000",1
470,Malta,2010,"Percentage of male and female intentional homicide victims, Male",1.4
470,Malta,2010,"Percentage of male and female intentional homicide victims, Female",0.5
470,Malta,2010,"Assault rate per 100,000 population",43.7
470,Malta,2010,"Theft at the national level, rate per 100,000 population","1,885.40"
470,Malta,2010,"Robbery at the national level, rate per 100,000 population",47.6
470,Malta,2010,"Total Sexual Violence at the national level, rate per 100,000",22.1
470,Malta,2015,"Intentional homicide rates per 100,000",0.9
470,Malta,2015,"Percentage of male and female intentional homicide victims, Male",0.9
470,Malta,2015,"Percentage of male and female intentional homicide victims, Female",0.9
470,Malta,2015,"Assault rate per 100,000 population",43.7
470,Malta,2015,"Theft at the national level, rate per 100,000 population","2,066.80"
470,Malta,2015,"Robbery at the national level, rate per 100,000 population",57.8
470,Malta,2015,"Total Sexual Violence at the national level, rate per 100,000",24.8
474,Martinique,2005,"Intentional homicide rates per 100,000",4.8
474,Martinique,2009,"Intentional homicide rates per 100,000",2.8
474,Martinique,2009,"Percentage of male and female intentional homicide victims, Male",4.4
474,Martinique,2009,"Percentage of male and female intentional homicide victims, Female",1.4
478,Mauritania,2005,"Intentional homicide rates per 100,000",12.4
478,Mauritania,2010,"Intentional homicide rates per 100,000",10.9
478,Mauritania,2015,"Intentional homicide rates per 100,000",9.9
478,Mauritania,2015,"Percentage of male and female intentional homicide victims, Male",14.6
478,Mauritania,2015,"Percentage of male and female intentional homicide victims, Female",5.2
480,Mauritius,2005,"Intentional homicide rates per 100,000",3
480,Mauritius,2005,"Percentage of male and female intentional homicide victims, Male",3.9
480,Mauritius,2005,"Percentage of male and female intentional homicide victims, Female",2.1
480,Mauritius,2005,"Assault rate per 100,000 population",10
480,Mauritius,2005,"Theft at the national level, rate per 100,000 population","1,172.30"
480,Mauritius,2005,"Robbery at the national level, rate per 100,000 population",110.5
480,Mauritius,2005,"Total Sexual Violence at the national level, rate per 100,000",25.7
480,Mauritius,2010,"Intentional homicide rates per 100,000",2.6
480,Mauritius,2010,"Percentage of male and female intentional homicide victims, Male",4
480,Mauritius,2010,"Percentage of male and female intentional homicide victims, Female",1.3
480,Mauritius,2010,"Assault rate per 100,000 population",19.1
480,Mauritius,2010,"Kidnapping at the national level, rate per 100,000",2.8
480,Mauritius,2010,"Theft at the national level, rate per 100,000 population",864
480,Mauritius,2010,"Robbery at the national level, rate per 100,000 population",86.9
480,Mauritius,2010,"Total Sexual Violence at the national level, rate per 100,000",34.6
480,Mauritius,2011,"Intentional homicide rates per 100,000",2.7
480,Mauritius,2011,"Percentage of male and female intentional homicide victims, Male",4.2
480,Mauritius,2011,"Percentage of male and female intentional homicide victims, Female",1.3
480,Mauritius,2011,"Assault rate per 100,000 population",18.4
480,Mauritius,2011,"Kidnapping at the national level, rate per 100,000",4
480,Mauritius,2011,"Theft at the national level, rate per 100,000 population",729.9
480,Mauritius,2011,"Robbery at the national level, rate per 100,000 population",65
480,Mauritius,2011,"Total Sexual Violence at the national level, rate per 100,000",37.2
480,Mauritius,2015,"Intentional homicide rates per 100,000",1.7
480,Mauritius,2015,"Percentage of male and female intentional homicide victims, Male",2.4
480,Mauritius,2015,"Percentage of male and female intentional homicide victims, Female",0.9
175,Mayotte,2009,"Intentional homicide rates per 100,000",5.9
484,Mexico,2005,"Intentional homicide rates per 100,000",9.1
484,Mexico,2005,"Percentage of male and female intentional homicide victims, Male",16
484,Mexico,2005,"Percentage of male and female intentional homicide victims, Female",2.4
484,Mexico,2005,"Assault rate per 100,000 population",217.9
484,Mexico,2005,"Kidnapping at the national level, rate per 100,000",0.3
484,Mexico,2005,"Theft at the national level, rate per 100,000 population",77.3
484,Mexico,2005,"Robbery at the national level, rate per 100,000 population",470.1
484,Mexico,2005,"Total Sexual Violence at the national level, rate per 100,000",26.1
484,Mexico,2010,"Intentional homicide rates per 100,000",22
484,Mexico,2010,"Percentage of male and female intentional homicide victims, Male",40
484,Mexico,2010,"Percentage of male and female intentional homicide victims, Female",4.1
484,Mexico,2010,"Assault rate per 100,000 population",194.5
484,Mexico,2010,"Kidnapping at the national level, rate per 100,000",1.1
484,Mexico,2010,"Theft at the national level, rate per 100,000 population",111.3
484,Mexico,2010,"Robbery at the national level, rate per 100,000 population",622.3
484,Mexico,2010,"Total Sexual Violence at the national level, rate per 100,000",28.8
484,Mexico,2015,"Intentional homicide rates per 100,000",16.5
484,Mexico,2015,"Percentage of male and female intentional homicide victims, Male",29.3
484,Mexico,2015,"Percentage of male and female intentional homicide victims, Female",3.8
484,Mexico,2015,"Assault rate per 100,000 population",35.8
484,Mexico,2015,"Kidnapping at the national level, rate per 100,000",0.9
484,Mexico,2015,"Theft at the national level, rate per 100,000 population",114.2
484,Mexico,2015,"Robbery at the national level, rate per 100,000 population",129.2
484,Mexico,2015,"Total Sexual Violence at the national level, rate per 100,000",31.8
583,Micronesia (Fed. States of),2005,"Intentional homicide rates per 100,000",4.6
583,Micronesia (Fed. States of),2010,"Intentional homicide rates per 100,000",4.5
583,Micronesia (Fed. States of),2015,"Intentional homicide rates per 100,000",4.7
583,Micronesia (Fed. States of),2015,"Percentage of male and female intentional homicide victims, Male",6.9
583,Micronesia (Fed. States of),2015,"Percentage of male and female intentional homicide victims, Female",2.4
492,Monaco,2005,"Intentional homicide rates per 100,000",3
492,Monaco,2005,"Assault rate per 100,000 population",458.5
492,Monaco,2005,"Theft at the national level, rate per 100,000 population",958.4
492,Monaco,2005,"Robbery at the national level, rate per 100,000 population",20.7
492,Monaco,2006,"Intentional homicide rates per 100,000",2.9
492,Monaco,2006,"Assault rate per 100,000 population",407.2
492,Monaco,2006,"Kidnapping at the national level, rate per 100,000",5.8
492,Monaco,2006,"Theft at the national level, rate per 100,000 population","1,006.30"
492,Monaco,2006,"Robbery at the national level, rate per 100,000 population",11.6
492,Monaco,2010,"Intentional homicide rates per 100,000",0
492,Monaco,2015,"Intentional homicide rates per 100,000",0
496,Mongolia,2005,"Intentional homicide rates per 100,000",15.8
496,Mongolia,2005,"Assault rate per 100,000 population",118.4
496,Mongolia,2005,"Kidnapping at the national level, rate per 100,000",0
496,Mongolia,2005,"Theft at the national level, rate per 100,000 population",264.5
496,Mongolia,2005,"Robbery at the national level, rate per 100,000 population",23.1
496,Mongolia,2005,"Total Sexual Violence at the national level, rate per 100,000",13.4
496,Mongolia,2009,"Intentional homicide rates per 100,000",8.2
496,Mongolia,2009,"Percentage of male and female intentional homicide victims, Male",12.1
496,Mongolia,2009,"Percentage of male and female intentional homicide victims, Female",4.4
496,Mongolia,2009,"Assault rate per 100,000 population",216.1
496,Mongolia,2009,"Kidnapping at the national level, rate per 100,000",0
496,Mongolia,2009,"Theft at the national level, rate per 100,000 population",238.8
496,Mongolia,2009,"Robbery at the national level, rate per 100,000 population",28.2
496,Mongolia,2009,"Total Sexual Violence at the national level, rate per 100,000",13
496,Mongolia,2010,"Intentional homicide rates per 100,000",8.8
496,Mongolia,2010,"Percentage of male and female intentional homicide victims, Male",12.8
496,Mongolia,2010,"Percentage of male and female intentional homicide victims, Female",4.9
496,Mongolia,2010,"Assault rate per 100,000 population",214.6
496,Mongolia,2010,"Theft at the national level, rate per 100,000 population",213
496,Mongolia,2010,"Robbery at the national level, rate per 100,000 population",19.2
496,Mongolia,2010,"Total Sexual Violence at the national level, rate per 100,000",13.3
496,Mongolia,2013,"Intentional homicide rates per 100,000",7.1
496,Mongolia,2013,"Percentage of male and female intentional homicide victims, Male",10.5
496,Mongolia,2013,"Percentage of male and female intentional homicide victims, Female",3.9
496,Mongolia,2013,"Assault rate per 100,000 population",264.6
496,Mongolia,2013,"Kidnapping at the national level, rate per 100,000",0.1
496,Mongolia,2013,"Theft at the national level, rate per 100,000 population",275.7
496,Mongolia,2013,"Robbery at the national level, rate per 100,000 population",21.7
496,Mongolia,2013,"Total Sexual Violence at the national level, rate per 100,000",14.2
496,Mongolia,2015,"Intentional homicide rates per 100,000",6.2
496,Mongolia,2015,"Percentage of male and female intentional homicide victims, Male",9.6
496,Mongolia,2015,"Percentage of male and female intentional homicide victims, Female",2.9
496,Mongolia,2015,"Assault rate per 100,000 population",272.5
496,Mongolia,2015,"Theft at the national level, rate per 100,000 population",309.9
496,Mongolia,2015,"Robbery at the national level, rate per 100,000 population",18.2
496,Mongolia,2015,"Total Sexual Violence at the national level, rate per 100,000",12.1
499,Montenegro,2005,"Intentional homicide rates per 100,000",3.6
499,Montenegro,2005,"Assault rate per 100,000 population",25.2
499,Montenegro,2005,"Theft at the national level, rate per 100,000 population",249.8
499,Montenegro,2005,"Robbery at the national level, rate per 100,000 population",14
499,Montenegro,2005,"Total Sexual Violence at the national level, rate per 100,000",5.7
499,Montenegro,2010,"Intentional homicide rates per 100,000",2.4
499,Montenegro,2010,"Percentage of male and female intentional homicide victims, Male",2.6
499,Montenegro,2010,"Percentage of male and female intentional homicide victims, Female",2.2
499,Montenegro,2010,"Assault rate per 100,000 population",31
499,Montenegro,2010,"Kidnapping at the national level, rate per 100,000",0.3
499,Montenegro,2010,"Theft at the national level, rate per 100,000 population",85.2
499,Montenegro,2010,"Robbery at the national level, rate per 100,000 population",0.5
499,Montenegro,2010,"Total Sexual Violence at the national level, rate per 100,000",5.8
499,Montenegro,2013,"Intentional homicide rates per 100,000",1.6
499,Montenegro,2013,"Percentage of male and female intentional homicide victims, Male",2.9
499,Montenegro,2013,"Percentage of male and female intentional homicide victims, Female",0.3
499,Montenegro,2013,"Assault rate per 100,000 population",27.7
499,Montenegro,2013,"Kidnapping at the national level, rate per 100,000",0.2
499,Montenegro,2013,"Theft at the national level, rate per 100,000 population",118.3
499,Montenegro,2013,"Robbery at the national level, rate per 100,000 population",25.8
499,Montenegro,2013,"Total Sexual Violence at the national level, rate per 100,000",4
499,Montenegro,2015,"Intentional homicide rates per 100,000",2.7
499,Montenegro,2015,"Percentage of male and female intentional homicide victims, Male",4.5
499,Montenegro,2015,"Percentage of male and female intentional homicide victims, Female",0.9
499,Montenegro,2015,"Assault rate per 100,000 population",22.4
499,Montenegro,2015,"Theft at the national level, rate per 100,000 population",132.2
499,Montenegro,2015,"Robbery at the national level, rate per 100,000 population",24.9
499,Montenegro,2015,"Total Sexual Violence at the national level, rate per 100,000",4.2
500,Montserrat,2005,"Intentional homicide rates per 100,000",20.9
500,Montserrat,2008,"Intentional homicide rates per 100,000",20.4
500,Montserrat,2012,"Intentional homicide rates per 100,000",19.9
504,Morocco,2005,"Intentional homicide rates per 100,000",1.5
504,Morocco,2005,"Assault rate per 100,000 population",107.4
504,Morocco,2005,"Kidnapping at the national level, rate per 100,000",1
504,Morocco,2005,"Theft at the national level, rate per 100,000 population",204.4
504,Morocco,2005,"Robbery at the national level, rate per 100,000 population",49.4
504,Morocco,2005,"Total Sexual Violence at the national level, rate per 100,000",3.1
504,Morocco,2009,"Intentional homicide rates per 100,000",1.4
504,Morocco,2009,"Percentage of male and female intentional homicide victims, Male",2.4
504,Morocco,2009,"Percentage of male and female intentional homicide victims, Female",0.3
504,Morocco,2009,"Assault rate per 100,000 population",98.1
504,Morocco,2009,"Kidnapping at the national level, rate per 100,000",1
504,Morocco,2009,"Theft at the national level, rate per 100,000 population",247.2
504,Morocco,2009,"Robbery at the national level, rate per 100,000 population",81.8
504,Morocco,2009,"Total Sexual Violence at the national level, rate per 100,000",10.3
504,Morocco,2010,"Intentional homicide rates per 100,000",1.4
504,Morocco,2013,"Intentional homicide rates per 100,000",1.3
504,Morocco,2013,"Percentage of male and female intentional homicide victims, Male",2.2
504,Morocco,2013,"Percentage of male and female intentional homicide victims, Female",0.4
504,Morocco,2013,"Assault rate per 100,000 population",202.6
504,Morocco,2013,"Kidnapping at the national level, rate per 100,000",2.9
504,Morocco,2013,"Theft at the national level, rate per 100,000 population",322.3
504,Morocco,2013,"Robbery at the national level, rate per 100,000 population",44.4
504,Morocco,2013,"Total Sexual Violence at the national level, rate per 100,000",12.9
504,Morocco,2015,"Intentional homicide rates per 100,000",1.2
504,Morocco,2015,"Percentage of male and female intentional homicide victims, Male",1.9
504,Morocco,2015,"Percentage of male and female intentional homicide victims, Female",0.6
508,Mozambique,2005,"Intentional homicide rates per 100,000",5.2
508,Mozambique,2005,"Assault rate per 100,000 population",6
508,Mozambique,2005,"Theft at the national level, rate per 100,000 population",26.3
508,Mozambique,2005,"Robbery at the national level, rate per 100,000 population",32.3
508,Mozambique,2005,"Total Sexual Violence at the national level, rate per 100,000",3.7
508,Mozambique,2009,"Intentional homicide rates per 100,000",3.5
508,Mozambique,2009,"Assault rate per 100,000 population",2.2
508,Mozambique,2009,"Theft at the national level, rate per 100,000 population",20.1
508,Mozambique,2009,"Robbery at the national level, rate per 100,000 population",22.3
508,Mozambique,2009,"Total Sexual Violence at the national level, rate per 100,000",2.6
508,Mozambique,2010,"Intentional homicide rates per 100,000",3.6
508,Mozambique,2011,"Intentional homicide rates per 100,000",3.4
508,Mozambique,2011,"Percentage of male and female intentional homicide victims, Male",5.8
508,Mozambique,2011,"Percentage of male and female intentional homicide victims, Female",1.1
104,Myanmar,2005,"Intentional homicide rates per 100,000",1.4
104,Myanmar,2010,"Intentional homicide rates per 100,000",1.6
104,Myanmar,2010,"Percentage of male and female intentional homicide victims, Male",2.7
104,Myanmar,2010,"Percentage of male and female intentional homicide victims, Female",0.6
104,Myanmar,2010,"Assault rate per 100,000 population",5.2
104,Myanmar,2010,"Theft at the national level, rate per 100,000 population",3.3
104,Myanmar,2010,"Robbery at the national level, rate per 100,000 population",0
104,Myanmar,2010,"Total Sexual Violence at the national level, rate per 100,000",0.5
104,Myanmar,2013,"Intentional homicide rates per 100,000",2.4
104,Myanmar,2013,"Percentage of male and female intentional homicide victims, Male",4.1
104,Myanmar,2013,"Percentage of male and female intentional homicide victims, Female",0.8
104,Myanmar,2013,"Assault rate per 100,000 population",4.7
104,Myanmar,2013,"Kidnapping at the national level, rate per 100,000",0
104,Myanmar,2013,"Theft at the national level, rate per 100,000 population",4.8
104,Myanmar,2013,"Robbery at the national level, rate per 100,000 population",0
104,Myanmar,2013,"Total Sexual Violence at the national level, rate per 100,000",0.7
104,Myanmar,2014,"Intentional homicide rates per 100,000",2.4
104,Myanmar,2014,"Percentage of male and female intentional homicide victims, Male",4
104,Myanmar,2014,"Percentage of male and female intentional homicide victims, Female",0.8
104,Myanmar,2014,"Assault rate per 100,000 population",10.3
104,Myanmar,2014,"Kidnapping at the national level, rate per 100,000",0
104,Myanmar,2014,"Theft at the national level, rate per 100,000 population",5.6
104,Myanmar,2014,"Robbery at the national level, rate per 100,000 population",0.2
104,Myanmar,2015,"Intentional homicide rates per 100,000",2.2
104,Myanmar,2015,"Percentage of male and female intentional homicide victims, Male",3.7
104,Myanmar,2015,"Percentage of male and female intentional homicide victims, Female",0.7
104,Myanmar,2015,"Assault rate per 100,000 population",9
104,Myanmar,2015,"Theft at the national level, rate per 100,000 population",5.4
104,Myanmar,2015,"Robbery at the national level, rate per 100,000 population",0.3
516,Namibia,2004,"Intentional homicide rates per 100,000",17.5
516,Namibia,2010,"Intentional homicide rates per 100,000",14.4
516,Namibia,2012,"Intentional homicide rates per 100,000",17.1
516,Namibia,2012,"Percentage of male and female intentional homicide victims, Male",31.7
516,Namibia,2012,"Percentage of male and female intentional homicide victims, Female",3.5
520,Nauru,2012,"Intentional homicide rates per 100,000",0
524,Nepal,2005,"Intentional homicide rates per 100,000",3.4
524,Nepal,2005,"Assault rate per 100,000 population",4.1
524,Nepal,2005,"Kidnapping at the national level, rate per 100,000",0.5
524,Nepal,2005,"Theft at the national level, rate per 100,000 population",2
524,Nepal,2005,"Robbery at the national level, rate per 100,000 population",0.9
524,Nepal,2006,"Intentional homicide rates per 100,000",2.4
524,Nepal,2006,"Assault rate per 100,000 population",4.1
524,Nepal,2006,"Kidnapping at the national level, rate per 100,000",1
524,Nepal,2006,"Theft at the national level, rate per 100,000 population",2.1
524,Nepal,2006,"Robbery at the national level, rate per 100,000 population",0.6
524,Nepal,2010,"Intentional homicide rates per 100,000",3
524,Nepal,2014,"Intentional homicide rates per 100,000",2
524,Nepal,2014,"Percentage of male and female intentional homicide victims, Male",3.1
524,Nepal,2014,"Percentage of male and female intentional homicide victims, Female",0.9
528,Netherlands,2005,"Intentional homicide rates per 100,000",1.1
528,Netherlands,2005,"Percentage of male and female intentional homicide victims, Male",1.4
528,Netherlands,2005,"Percentage of male and female intentional homicide victims, Female",0.7
528,Netherlands,2005,"Assault rate per 100,000 population",410.6
528,Netherlands,2005,"Kidnapping at the national level, rate per 100,000",5.6
528,Netherlands,2005,"Theft at the national level, rate per 100,000 population","4,641.60"
528,Netherlands,2005,"Robbery at the national level, rate per 100,000 population",100.7
528,Netherlands,2005,"Total Sexual Violence at the national level, rate per 100,000",44.6
528,Netherlands,2010,"Intentional homicide rates per 100,000",0.9
528,Netherlands,2010,"Percentage of male and female intentional homicide victims, Male",1.1
528,Netherlands,2010,"Percentage of male and female intentional homicide victims, Female",0.6
528,Netherlands,2010,"Assault rate per 100,000 population",362.4
528,Netherlands,2010,"Kidnapping at the national level, rate per 100,000",3.9
528,Netherlands,2010,"Theft at the national level, rate per 100,000 population","3,981.00"
528,Netherlands,2010,"Robbery at the national level, rate per 100,000 population",97
528,Netherlands,2010,"Total Sexual Violence at the national level, rate per 100,000",57.8
528,Netherlands,2015,"Intentional homicide rates per 100,000",0.6
528,Netherlands,2015,"Percentage of male and female intentional homicide victims, Male",0.7
528,Netherlands,2015,"Percentage of male and female intentional homicide victims, Female",0.5
528,Netherlands,2015,"Assault rate per 100,000 population",281.8
528,Netherlands,2015,"Kidnapping at the national level, rate per 100,000",2.5
528,Netherlands,2015,"Theft at the national level, rate per 100,000 population","3,214.80"
528,Netherlands,2015,"Robbery at the national level, rate per 100,000 population",56.8
528,Netherlands,2015,"Total Sexual Violence at the national level, rate per 100,000",43.5
540,New Caledonia,2009,"Intentional homicide rates per 100,000",3.2
554,New Zealand,2005,"Intentional homicide rates per 100,000",1.5
554,New Zealand,2005,"Percentage of male and female intentional homicide victims, Male",1.7
554,New Zealand,2005,"Percentage of male and female intentional homicide victims, Female",1.3
554,New Zealand,2005,"Assault rate per 100,000 population",234.2
554,New Zealand,2005,"Kidnapping at the national level, rate per 100,000",7
554,New Zealand,2005,"Theft at the national level, rate per 100,000 population","3,088.40"
554,New Zealand,2005,"Robbery at the national level, rate per 100,000 population",56.2
554,New Zealand,2005,"Total Sexual Violence at the national level, rate per 100,000",59.6
554,New Zealand,2010,"Intentional homicide rates per 100,000",1
554,New Zealand,2010,"Percentage of male and female intentional homicide victims, Male",1
554,New Zealand,2010,"Percentage of male and female intentional homicide victims, Female",1
554,New Zealand,2010,"Assault rate per 100,000 population",257.7
554,New Zealand,2010,"Kidnapping at the national level, rate per 100,000",5.2
554,New Zealand,2010,"Theft at the national level, rate per 100,000 population","2,676.60"
554,New Zealand,2010,"Robbery at the national level, rate per 100,000 population",57
554,New Zealand,2010,"Total Sexual Violence at the national level, rate per 100,000",66.7
554,New Zealand,2013,"Intentional homicide rates per 100,000",1
554,New Zealand,2013,"Percentage of male and female intentional homicide victims, Male",1.5
554,New Zealand,2013,"Percentage of male and female intentional homicide victims, Female",0.5
554,New Zealand,2013,"Assault rate per 100,000 population",200.5
554,New Zealand,2013,"Kidnapping at the national level, rate per 100,000",4.4
554,New Zealand,2013,"Theft at the national level, rate per 100,000 population","2,280.10"
554,New Zealand,2013,"Robbery at the national level, rate per 100,000 population",45.5
554,New Zealand,2013,"Total Sexual Violence at the national level, rate per 100,000",83.7
554,New Zealand,2014,"Intentional homicide rates per 100,000",1
554,New Zealand,2014,"Percentage of male and female intentional homicide victims, Male",1.4
554,New Zealand,2014,"Percentage of male and female intentional homicide victims, Female",0.6
554,New Zealand,2014,"Assault rate per 100,000 population",220.2
554,New Zealand,2014,"Kidnapping at the national level, rate per 100,000",5.2
554,New Zealand,2014,"Robbery at the national level, rate per 100,000 population",44.9
554,New Zealand,2014,"Total Sexual Violence at the national level, rate per 100,000",83.2
558,Nicaragua,2005,"Intentional homicide rates per 100,000",13.6
558,Nicaragua,2005,"Assault rate per 100,000 population",359.4
558,Nicaragua,2005,"Kidnapping at the national level, rate per 100,000",0.2
558,Nicaragua,2005,"Theft at the national level, rate per 100,000 population",269.8
558,Nicaragua,2005,"Robbery at the national level, rate per 100,000 population",397.4
558,Nicaragua,2010,"Intentional homicide rates per 100,000",13.7
