F01,F02,F03,F04,T
3,1,0,1530,1
4,2,0,2410,1
4,2,0,2410,1
3,1,1000,1720,1
3,1.5,0,1400,1
4,1,0,2430,1
4,2.5,0,2400,1
3,1,0,2090,1
4,1,0,1760,1
3,1,0,1560,1
3,1,360,1560,1
3,2,0,3190,1
3,1,480,1600,1
3,1,0,1040,1
5,1.5,740,2740,1
4,1,1260,2360,1
3,1,0,2230,1
4,2,0,2000,1
2,1,0,1660,0
4,1,400,1250,1
4,2,0,3140,1
3,1,850,1480,1
3,1,0,1410,1
2,1,0,1160,0
4,2,730,3890,1
4,1.5,0,4010,1
3,2,0,2120,1
2,1,0,980,0
2,1,600,1270,0
3,1,0,2950,1
4,2,0,2260,1
3,1,0,1280,1
3,3,470,3290,1
3,1,370,2330,1
3,1,640,2530,1
2,1,0,1690,0
4,2,0,2670,1
4,1,720,1600,1
3,1.5,0,1660,1
3,2,0,1560,1
4,1,360,2190,1
3,1,300,1450,1
3,2,430,1740,1
3,1,0,1160,1
3,1,0,1690,1
4,2,0,2250,1
3,1,0,1750,1
4,1,470,1640,1
3,1,0,1370,1
2,2,260,1400,0
3,1,0,2060,1
3,1,0,1200,1
3,2,0,4670,1
4,1,990,2100,1
2,2,0,1360,0
2,1,0,1300,0
4,2,1000,3350,1
3,2,90,2150,1
4,2,0,3580,1
6,2,1070,1430,1
3,1,0,1900,1
3,1,460,1600,1
3,1,0,2510,1
3,1,1030,1110,1
3,1,0,1650,1
3,1.5,750,1750,1
3,2,0,2950,1
5,3,800,2860,1
3,1.5,560,1780,1
5,1,800,2130,1
5,1,1400,2310,1
4,2,0,3230,1
2,1,0,1520,0
2,1,0,1390,0
3,1,810,2140,1
2,2,0,1510,0
5,2,0,3112,1
4,2,0,3000,1
5,2,0,2900,1
4,1,1020,1440,1
4,2,0,4070,1
1,1,0,1580,0
3,1.5,0,2000,1
5,2,1010,2150,1
3,1,0,1430,1
2,2,0,1500,0
3,1,770,1680,1
3,1,770,1680,1
3,2,580,1970,1
4,2,0,1610,1
3,1,0,1950,1
3,1,1150,2300,1
4,1,0,1850,1
2,1,0,1130,0
4,2,0,2170,1
4,2,0,3040,1
3,1,670,1890,1
2,1,0,1500,0
4,1.5,0,2010,1
2,1,0,1500,0
3,1,0,1490,1
3,1,0,1330,1
4,2,0,2260,1
3,2,0,1860,1
3,3,260,2450,1
3,1,610,1350,1
4,1.5,1060,1620,1
4,1,580,2090,1
3,1,0,1468,1
3,1,150,1030,1
3,1.5,690,1990,1
3,1,0,1010,1
2,1,1030,1390,0
4,2,0,1590,1
4,2,0,2242,1
2,2,0,1078,0
2,1,0,900,0
3,2,580,1830,1
4,2,0,2630,1
3,1,0,2020,1
3,1.5,0,1540,1
5,1,1130,2880,1
4,2,0,2390,1
2,2,0,1860,0
3,1,0,1970,1
3,1,940,1760,1
3,1.5,0,1190,1
2,1,0,1310,0
4,1,750,1790,1
4,1.5,730,1740,1
3,1,600,1560,1
3,3,0,1640,1
3,2,0,1950,1
3,1,850,1700,1
4,2,0,3190,1
4,2,0,2010,1
3,1,0,1180,1
3,2,940,2350,1
2,2,0,1510,0
4,2,0,3750,1
4,2,0,1500,1
4,1,580,1990,1
4,1.5,910,1400,1
4,1,0,1510,1
3,2,0,1571,1
3,1,0,1810,1
4,1.5,0,1570,1
2,1,0,1080,0
4,2,310,1590,1
4,2,80,1480,1
4,1,500,1360,1
3,2,700,3680,1
2,2,150,1190,0
3,1,0,1460,1
3,1,440,1960,1
3,2,0,1810,1
3,2,310,1150,1
3,1,0,1720,1
4,2,0,2500,1
3,1,0,1290,1
4,2,1270,2810,1
4,2,0,3420,1
4,2,0,3420,1
4,1,0,2560,1
6,2,0,1860,1
4,2,0,2100,1
2,1.5,0,1570,0
4,2,0,2380,1
3,2,0,1590,1
4,1,770,2050,1
3,1.5,450,1130,1
2,1,0,1260,0
3,1,700,2510,1
3,2,0,2090,1
3,2,0,1540,1
1,1,0,1520,0
3,1,360,1740,1
3,1,0,1540,1
4,2,0,2570,1
4,1,0,1350,1
3,1,560,1350,1
4,1,880,1590,1
3,1.5,890,1970,1
4,1,790,1620,1
4,1,1010,2280,1
4,2,0,1480,1
3,1,940,2060,1
3,2,0,2320,1
3,1,0,1250,1
3,1,0,1050,1
3,1,0,2430,1
4,1,0,1510,1
3,1,0,1760,1
4,1,0,1580,1
4,1,1030,2000,1
3,2,0,1490,1
3,2,390,1550,1
5,1,1810,3550,1
4,1,750,1760,1
4,2,0,2430,1
3,1,1240,2450,1
4,2,1390,2640,1
4,1.5,740,1460,1
3,1,0,1640,1
4,1.5,900,3530,1
4,2,0,2260,1
3,1,0,1150,1
3,3,0,1740,1
4,2,0,1690,1
3,2,0,2620,1
3,2,0,1710,1
2,1,0,1830,0
3,1,790,3340,1
3,2,0,1310,1
4,1,0,2750,1
1,1,0,1120,0
3,2,0,3630,1
2,1,0,2050,0
2,1,850,1380,0
3,2,0,1690,1
3,2,515,2605,1
2,1,0,1860,0
3,2,0,2160,1
3,1,1400,1170,1
2,2,40,1410,0
3,2,0,1410,1
3,1,0,1720,1
2,2,0,1560,0
3,1,0,1980,1
3,1.5,0,1520,1
4,2,0,1690,1
4,1,0,2620,1
3,1,0,1830,1
3,1,0,1830,1
3,2,350,2480,1
3,2,180,1140,1
3,1,0,1840,1
4,2,0,2100,1
5,1,1350,3280,1
3,2,0,2780,1
5,2,920,3000,1
6,2,700,1870,1
2,1,830,2560,0
5,1.5,0,1310,1
4,1,1240,3170,1
4,2,1270,2980,1
4,1,1250,3370,1
2,1,0,1880,0
4,1,0,980,1
3,2,0,2230,1
4,2,0,2590,1
3,1,0,2080,1
5,1,770,1410,1
4,2,0,1700,1
3,2,0,2080,1
3,1,0,1860,1
3,1,0,1450,1
3,2,0,1830,1
3,2,0,1830,1
3,1,0,1320,1
3,2,330,1170,1
3,1,500,1540,1
3,1,420,1670,1
4,2,0,1770,1
4,2,670,2840,1
3,1,800,2010,1
4,1,0,2650,1
3,1,800,2090,1
4,1.5,0,1620,1
2,1,0,1440,0
5,2,800,3690,1
2,1,0,1120,0
2,1,140,1700,0
3,2,260,1650,1
3,3,0,1500,1
2,1,0,1260,0
3,2,0,2220,1
4,1,780,1790,1
4,2,0,1770,1
3,1,500,1570,1
3,1.5,0,1080,1
4,2,850,2290,1
5,1,800,1910,1
2,1,0,1440,0
4,1,1300,2550,1
4,1.5,0,2140,1
3,1,650,1650,1
4,2,0,1950,1
4,1,630,1890,1
3,1,0,1550,1
3,1,0,1530,1
4,2,530,1760,1
2,1,0,1300,0
3,1,850,2280,1
2,3,0,1138,0
3,1,600,1450,1
3,1,450,1710,1
5,2,0,3390,1
4,1,1010,2240,1
1,1,0,1460,0
3,3,0,1390,1
3,1,900,1900,1
4,1.5,180,2060,1
3,2,0,1630,1
1,1,120,1270,0
3,1,0,2880,1
3,2,340,2290,1
3,2,880,2430,1
2,1,0,1360,0
4,2,850,2420,1
3,1,450,2930,1
3,2,0,1680,1
3,2,0,1990,1
3,2.5,0,1210,1
4,2,500,2390,1
4,1.5,900,2310,1
4,2,0,5110,1
3,1,750,1780,1
3,1,0,2220,1
4,2,0,1990,1
2,1,690,1250,0
4,1,720,2060,1
5,1,1400,2160,1
3,2,0,2640,1
3,1,440,1920,1
3,2,530,3080,1
2,1,0,1480,0
2,2,0,1290,0
3,1,0,1850,1
3,1,480,1900,1
4,2,0,2980,1
5,1,1410,3070,1
3,1,1230,2540,1
3,1.5,0,1800,1
3,1,1800,4060,1
3,1,150,1930,1
2,1.5,510,1540,0
4,1,860,2110,1
3,1,140,1340,1
4,3,0,2130,1
3,1,0,2370,1
4,2,0,2780,1
4,1,500,1714,1
5,1,940,3370,1
3,2,0,2080,1
3,1,480,2180,1
3,2,0,2600,1
4,2,0,1210,1
3,1,0,1100,1
4,1,840,2350,1
4,1,1400,2360,1
3,1,0,1220,1
3,2,0,2830,1
3,2,0,960,1
5,1.5,1160,1380,1
3,1,0,2660,1
3,1,790,1420,1
4,2,0,900,1
3,1,740,1750,1
4,2,0,2090,1
3,1,0,1240,1
2,1,0,1810,0
3,1,0,1560,1
3,1,610,1680,1
3,1,0,1160,1
3,1,150,2090,1
3,1,0,1770,1
3,1,0,1790,1
2,2,210,1230,0
5,1,0,1970,1
3,1,0,1670,1
4,2,1390,3850,1
5,1.5,120,1810,1
6,2.5,0,3450,1
3,1,510,1200,1
5,1,1640,2360,1
4,1,1080,1850,1
2,1,0,1510,0
3,2,0,1150,1
3,1,800,1600,1
4,2,0,2610,1
3,2,0,2800,1
2,1,0,2580,0
4,2,0,2610,1
3,2,0,2480,1
3,1,0,1250,1
3,1,0,1250,1
1,1,0,1100,0
4,1.5,540,3670,1
3,1,0,1300,1
4,2,0,3060,1
4,1,720,1300,1
3,2,0,1350,1
3,3.5,0,1700,1
3,2,0,1320,1
4,1.5,0,1500,1
3,1,0,1580,1
4,2,0,4560,1
4,2,0,2020,1
3,2,300,1360,1
4,1.5,160,1890,1
5,2,840,1620,1
3,2,0,1790,1
3,1,630,2030,1
4,1,600,1830,1
5,2,0,4670,1
3,2,0,1310,1
4,2,0,3150,1
6,1,1400,2060,1
4,2,0,1830,1
4,2,0,2000,1
3,1,1200,1320,1
2,1,0,1460,0
4,2,0,1975,1
4,1,480,1600,1
4,1.5,0,2520,1
4,1,600,1320,1
3,2,340,1410,1
2,1,0,1490,0
5,2,1000,2920,1
4,1.5,0,1290,1
4,2,0,1720,1
2,1.5,0,2160,0
4,1,960,2410,1
4,1,830,2510,1
2,1,430,1280,0
3,1,0,2130,1
2,1,0,1800,0
3,1,0,1390,1
3,3,0,1180,1
5,1,800,2940,1
3,1,940,1110,1
3,1,0,1160,1
3,1,0,1510,1
4,1,820,1640,1
3,1,0,1580,1
3,1,0,1460,1
3,1,280,1300,1
3,1,720,1280,1
2,1,0,1870,0
2,1,0,1910,0
6,1,1540,2890,1
3,3,0,1320,1
3,2,0,3510,1
3,2,560,1740,1
3,1,1420,1650,1
3,1,610,1430,1
2,1,0,1220,0
4,2,0,2170,1
3,2,0,2210,1
2,2,0,1370,0
4,1,620,2330,1
3,1,0,1660,1
3,1,0,1120,1
3,1,920,1780,1
1,1,460,1560,0
3,2,0,3060,1
3,1,0,2120,1
3,1,1340,2100,1
3,1,0,1960,1
4,1,0,1260,1
4,2,0,2980,1
5,2,0,1840,1
2,1,0,1130,0
3,1.5,410,2140,1
4,1,490,2300,1
4,1.5,0,1650,1
2,2,100,1350,0
3,1,600,1950,1
4,1,0,1380,1
5,1,1050,2100,1
4,2,0,2280,1
5,2,1590,3360,1
1,1,380,1410,0
3,2,0,1360,1
5,2,520,2070,1
3,1,0,1430,1
4,1.5,0,1360,1
4,2,0,3830,1
5,2,960,4130,1
4,1.5,0,1750,1
3,2,0,1410,1
2,2,700,2070,0
4,2,0,2610,1
6,2,2080,4170,1
4,2,560,1910,1
3,1,0,1616,1
3,1,430,2910,1
2,1.5,0,1580,0
3,1,400,1390,1
2,3,0,1340,0
4,1.5,800,1960,1
4,2,0,2630,1
3,1,0,1470,1
4,2,840,2200,1
3,1,0,1980,1
4,1.5,1370,3170,1
2,1,0,1750,0
2,2,0,1390,0
4,2,0,2260,1
3,1.5,0,1700,1
3,2,0,1230,1
3,1.5,530,1010,1
3,1,340,1680,1
4,1,0,1250,1
3,1,0,1400,1
4,1,630,1680,1
2,1,0,2700,0
4,2,0,3190,1
3,1,0,2120,1
3,2,740,2240,1
2,1,980,1650,0
3,1,0,1510,1
4,1,0,2780,1
2,1.5,530,2260,0
3,2,0,1950,1
2,1,0,830,0
4,1,950,1230,1
4,1,1080,2450,1
3,1,0,2270,1
3,2,0,1720,1
4,2,0,2190,1
4,1,1510,2230,1
3,1,0,1630,1
3,2,0,1230,1
3,1,0,1230,1
4,2,960,2410,1
5,2,1000,2520,1
4,2,0,3810,1
5,1.5,910,1790,1
3,1,0,1290,1
3,3,50,1360,1
2,1,0,1000,0
3,1,420,1460,1
6,1,1530,2690,1
3,2,0,1850,1
3,1.5,0,1160,1
3,2,0,2880,1
1,1,0,1090,0
4,1.5,0,2880,1
3,1,0,1800,1
6,2,980,1860,1
3,1,0,1310,1
2,2,330,1340,0
3,2,0,3050,1
4,2,0,2270,1
4,2,250,1510,1
5,2,1270,4850,1
3,2,0,1530,1
3,1,0,1320,1
3,1,120,1090,1
4,2,0,1850,1
4,2,1900,2840,1
2,1,0,1690,0
3,2,0,1480,1
4,2,0,2440,1
4,1,360,2400,1
5,1,930,1940,1
2,1,0,1090,0
4,2,700,1830,1
3,2,760,2360,1
3,1,0,1550,1
5,2,760,2060,1
6,1,1250,1790,1
5,2,0,1440,1
2,1,0,2165,0
5,2,800,3310,1
4,2,0,2650,1
3,1,0,1570,1
5,2,1050,3050,1
4,1,700,1780,1
3,1,790,1780,1
2,1,860,1680,0
3,1,0,1510,1
3,1,0,2350,1
3,1,0,2350,1
3,2,0,1720,1
3,1,0,1250,1
3,1,1170,2670,1
3,1,0,1060,1
3,1,0,1520,1
4,1,480,1270,1
3,1,0,1380,1
2,1,0,1670,0
4,1,0,1500,1
3,1,0,1300,1
4,2,1490,1290,1
4,1,1430,2190,1
3,1,0,980,1
3,1,0,1260,1
3,2,330,1560,1
4,2,0,2030,1
3,1,250,1310,1
4,2,0,2540,1
3,1.5,820,2140,1
2,2,0,2150,0
5,1,1070,1680,1
4,2,0,3580,1
4,1,720,1870,1
4,1,500,1730,1
2,1,0,1250,0
2,1,0,1160,0
3,1,0,2690,1
2,3,0,1320,0
4,1.5,700,2280,1
4,2,0,2840,1
5,2,0,1960,1
3,1,0,1320,1
3,2,0,1610,1
4,1,380,2000,1
3,1,0,1280,1
2,1,0,1430,0
4,2,0,2650,1
3,1,0,980,1
5,1,1040,1940,1
3,1,0,1190,1
3,1,0,1910,1
4,1.5,0,1710,1
3,1,0,1300,1
3,1,760,1640,1
2,1,0,1380,0
3,2,0,2190,1
3,1,0,1630,1
3,1,0,2220,1
4,2,0,1980,1
3,1,0,1550,1
2,1,0,1630,0
4,1,620,1990,1
4,1,2580,4290,1
3,1,800,1940,1
4,2,0,2190,1
3,1,0,1570,1
3,1,220,1570,1
4,2,0,2280,1
4,2,0,1320,1
3,1,0,1320,1
5,2,0,4410,1
4,1,820,2240,1
3,1,1160,1380,1
3,2,0,1800,1
4,1,120,2440,1
5,1,0,1740,1
4,2,0,2440,1
3,2,300,2300,1
4,2,0,1678,1
4,1,0,1930,1
4,2,1290,1960,1
3,1,720,1960,1
4,2,0,2180,1
4,2,0,2110,1
4,1.5,660,1750,1
3,1.5,0,1180,1
3,2,0,1770,1
3,1,430,1960,1
3,1,1940,3480,1
3,1,0,1590,1
3,1,560,1850,1
4,2,0,2490,1
2,1,370,1590,0
3,1,660,1620,1
3,1.5,0,1420,1
3,1,0,1970,1
3,2,0,1800,1
3,1,600,1880,1
4,2,0,2490,1
3,1,0,1460,1
2,1,0,1000,0
2,1,0,1210,0
4,1.5,200,2250,1
4,2,1120,3080,1
4,2,0,5610,1
3,2,0,1870,1
5,2,1170,2750,1
4,3,680,2020,1
4,1.5,160,1440,1
4,2,1270,3680,1
3,1,0,1640,1
3,2,920,1880,1
3,2,0,1780,1
4,1.5,0,2090,1
4,2,0,2010,1
3,1,0,1950,1
5,2,0,3850,1
3,1,0,1540,1
3,1,0,1180,1
2,2,0,1310,0
2,1,0,1460,0
3,1.5,0,1800,1
2,2,0,1370,0
4,1,0,1740,1
4,2,0,1300,1
4,1.5,0,1230,1
5,1,540,2280,1
2,1,840,2130,0
4,1.5,0,1460,1
4,2,0,1700,1
3,2,0,1840,1
3,1,780,2300,1
3,2,0,1680,1
6,1,800,2270,1
2,1.5,0,1210,0
4,2,0,3420,1
3,1,300,1090,1
2,1,220,1500,0
4,2,0,2900,1
5,1,1548,2690,1
4,1.5,1330,2830,1
4,1,1740,2910,1
5,2,1270,3120,1
3,2,1110,3180,1
3,1.5,0,1330,1
4,2,0,2560,1
4,1,1070,1600,1
4,2,0,2330,1
4,2,0,1640,1
2,1,0,1410,0
4,2,0,2370,1
4,2,0,2480,1
3,2,0,1660,1
4,1,1070,1970,1
1,1,0,1350,0
3,2,0,2970,1
3,2,0,2230,1
4,2.5,1000,2610,1
3,2,0,2240,1
3,2,0,2660,1
5,2,0,3170,1
5,2,0,2290,1
4,1.5,0,1520,1
2,1.5,770,2370,0
3,1,0,2090,1
2,1,0,1820,0
4,2,0,1800,1
4,2,1120,3140,1
3,1,0,1490,1
4,2,0,3000,1
4,1,800,2270,1
3,1.5,0,930,1
4,1,840,1990,1
3,2,0,1250,1
4,1,0,3180,1
4,2,0,2300,1
3,2,0,2530,1
5,1,1500,3100,1
4,2,1010,2910,1
3,1,550,1580,1
4,2,1120,3780,1
4,1.5,250,1984,1
3,2,0,2840,1
4,1,1900,3130,1
2,1.5,0,1560,0
5,1,1120,4660,1
4,1,0,3900,1
5,1,0,2240,1
4,2,0,2550,1
3,1,0,1930,1
2,2,0,1470,0
4,2,0,1840,1
3,2,0,2060,1
3,1,740,2130,1
3,2,680,2450,1
4,1.5,0,1600,1
4,2,0,2810,1
3,1,0,1000,1
3,1,500,1740,1
4,1,1040,1920,1
2,1,0,1560,0
4,1.5,400,2000,1
3,1,0,1910,1
4,1,1050,1390,1
4,2,0,2700,1
4,2,0,3080,1
4,2,0,1720,1
4,1.5,500,2610,1
5,2,1140,3870,1
3,2,0,2230,1
2,1,640,2090,0
6,2,0,1380,1
3,1,0,2070,1
4,2,0,2870,1
4,1.5,200,2300,1
3,1,0,1330,1
4,1,660,1790,1
3,2,0,2100,1
5,1.5,0,2120,1
4,1,1250,1640,1
3,2,0,2400,1
2,1,0,1290,0
5,1,1630,2860,1
3,1,290,2100,1
4,2,0,2430,1
3,2,0,2620,1
3,1,0,1490,1
2,1,80,1700,0
3,1,0,1550,1
2,1,140,1500,0
4,1,0,990,1
5,1,1560,3010,1
4,2,0,3110,1
4,2,0,3920,1
4,1.5,0,1950,1
3,2,0,1700,1
3,2,0,2690,1
3,2,0,1660,1
4,2,1400,3320,1
3,2,235,1690,1
3,1,0,1280,1
2,2,200,1340,0
4,2.5,0,2750,1
2,1,300,1260,0
4,1,0,1500,1
4,1.5,0,1450,1
3,2,0,1590,1
3,1.5,0,1170,1
3,1,650,2690,1
4,2,0,4370,1
7,2,1460,3350,1
3,1,1090,2930,1
3,1,1000,2500,1
3,1,360,1810,1
3,1,0,1580,1
3,2,0,2610,1
3,1,900,1810,1
3,1.5,0,1420,1
4,1.5,1170,2540,1
3,1,860,2310,1
3,2,0,2010,1
3,1,0,1540,1
3,1,0,2370,1
3,1,0,1990,1
3,1,0,1990,1
3,1.5,0,1440,1
4,2.5,0,2500,1
2,2,0,1630,0
2,1,720,1920,0
4,2,0,1560,1
4,2,0,1580,1
3,2,0,2860,1
3,1,0,1320,1
3,1,1290,1530,1
4,2,0,1820,1
4,2,0,2210,1
4,2,750,2270,1
3,1.5,0,3390,1
3,1,590,2110,1
2,1,0,1770,0
3,1,0,1650,1
4,1.5,0,1450,1
3,1,290,1460,1
3,1,0,1410,1
3,1.5,0,1760,1
3,1,780,2210,1
5,1,1280,2200,1
2,2,0,1260,0
4,1,530,1740,1
3,1,0,960,1
4,1.5,0,1460,1
2,1,0,1490,0
3,2,0,1670,1
3,2,0,1200,1
3,2,0,2490,1
3,2,0,1530,1
4,1.5,0,1480,1
3,1,0,1380,1
4,1,0,2360,1
4,1,0,2360,1
5,2,900,2900,1
4,1,940,1650,1
2,1.5,0,1410,0
3,1,610,1310,1
3,1,560,1880,1
3,2,460,2200,1
3,2,0,1640,1
3,2,0,1860,1
1,1,0,1730,0
4,1,550,1740,1
3,1.5,0,1350,1
4,2,0,2740,1
3,2,0,1720,1
4,1,960,1580,1
2,1,1330,1790,0
3,1,0,1300,1
5,1,1000,2250,1
3,1,1200,1460,1
4,2,0,1700,1
4,1,0,1930,1
4,1,950,1790,1
4,2,0,1920,1
3,1,470,1240,1
3,1,0,2110,1
3,2,0,1760,1
2,2,0,1410,0
2,1,0,1880,0
4,2,0,2550,1
4,1,1010,1720,1
4,1,890,2270,1
4,1,0,1670,1
3,1,0,1290,1
4,2,0,2270,1
5,2,1100,3330,1
2,2,0,1460,0
2,1,0,2170,0
3,2,0,2340,1
5,2,1090,1810,1
3,1,570,1670,1
2,1,0,460,0
3,1,0,1700,1
3,1,0,1370,1
3,1,0,1040,1
3,1,0,1210,1
3,2,0,2240,1
3,1,0,1540,1
3,1,0,1580,1
3,1,500,2430,1
4,2,860,2770,1
3,1,0,1690,1
2,1,760,1570,0
3,1,0,1220,1
3,1,700,2180,1
6,2,0,2540,1
3,1,0,1260,1
3,1,0,1260,1
4,1,920,2640,1
3,1,0,1790,1
4,2,0,2870,1
5,1,530,1460,1
3,1,0,1040,1
4,1.5,670,1960,1
4,2,0,2530,1
2,1.5,0,2080,0
3,1,560,1560,1
3,1,0,1670,1
4,1,580,1420,1
3,1.5,0,1360,1
1,1,0,1480,0
5,1.5,1030,1680,1
4,1,1410,3310,1
3,1,950,2320,1
3,2,310,1670,1
4,1,900,1670,1
3,2,0,1280,1
4,2,940,2860,1
4,2,0,2570,1
5,1,650,1810,1
4,1.5,0,1540,1
3,1,0,1150,1
3,1,530,1250,1
4,2,860,3080,1
4,1,420,2840,1
2,1,0,1180,0
4,1,1030,2230,1
3,1.5,730,1260,1
4,1,0,1310,1
4,1,500,1910,1
5,1,690,2070,1
2,1,0,1210,0
3,2,0,2900,1
3,1,1000,2210,1
3,1,720,1790,1
3,1,0,2240,1
3,1,0,2330,1
4,2,0,2660,1
3,2,0,1870,1
2,1,0,1700,0
2,1,0,1800,0
4,1,1270,2200,1
2,1,0,1030,0
3,1,0,2200,1
3,2,0,2550,1
3,1,0,1130,1
3,2,0,1820,1
3,1,690,1550,1
4,1,860,1250,1
4,1,0,1890,1
3,2,0,2320,1
3,2,0,2740,1
3,2,0,1790,1
3,1,0,2680,1
3,1,600,1940,1
3,1,0,1630,1
4,2,0,1970,1
3,1,0,1600,1
3,1.5,500,1620,1
3,2,560,2620,1
4,1,0,1490,1
4,1,1230,4590,1
5,1,1330,2460,1
4,2,810,3180,1
3,1,0,1100,1
3,1,180,2540,1
4,2,0,1680,1
3,1,0,1400,1
3,1,500,1960,1
3,2,0,1540,1
4,2,0,2790,1
4,2,0,2200,1
3,2,0,2670,1
3,2,0,1670,1
3,1.5,1000,2900,1
3,1,200,1360,1
3,2,0,1850,1
5,2,0,2280,1
4,1,1050,1760,1
5,2.5,400,2340,1
3,1.5,0,1140,1
3,1.5,0,1460,1
3,1,910,2520,1
1,1,0,1200,0
1,1,0,1200,0
4,2,0,4610,1
4,1.5,0,3960,1
4,2,0,2960,1
3,1,1620,2700,1
2,1,540,1090,0
3,1.5,500,1550,1
2,1,200,1190,0
4,2,840,2080,1
3,2,0,2240,1
4,1.5,0,1720,1
4,2,0,2640,1
3,1,0,2110,1
4,2,0,1650,1
2,2,0,1070,0
3,1,0,1740,1
5,3,1090,2060,1
4,2,0,1914,1
3,2,0,2160,1
4,1,1860,1720,1
4,2,0,3300,1
3,1,0,1480,1
3,2,450,2880,1
2,1.5,290,1820,0
3,2,0,2660,1
3,2,0,1740,1
4,2,0,3515,1
4,2,880,3090,1
4,1,1070,2160,1
3,1.5,0,1230,1
4,2,0,2550,1
3,1,0,1490,1
3,1,500,1920,1
3,2,0,1890,1
3,1,0,1710,1
4,1,920,2060,1
2,1.5,0,1500,0
2,1,0,1810,0
3,1,430,1510,1
3,1,0,2800,1
3,2,450,2440,1
3,1,0,1350,1
3,1,920,2710,1
3,1,0,880,1
3,1,680,1920,1
4,1,1250,1760,1
4,1,830,1100,1
4,2,0,3360,1
3,2,0,2430,1
3,1,0,1090,1
3,1,0,2330,1
4,2,0,2510,1
3,1,0,1410,1
3,1,0,2950,1
3,1,0,1920,1
4,2,0,3180,1
4,1,790,2850,1
4,1,970,1940,1
4,2,0,2246,1
3,3,0,1210,1
3,1,0,2020,1
5,1,1120,1950,1
4,1,960,1320,1
4,1,750,1220,1
5,1.5,0,2240,1
3,2,0,1900,1
3,1,460,1770,1
3,1,0,2710,1
4,2,0,2920,1
3,1,1000,2400,1
4,1.5,840,1850,1
5,1.5,990,1750,1
4,1,500,1850,1
3,2,0,1620,1
5,3,1150,3700,1
4,1,1130,2110,1
4,1,880,1920,1
3,1,0,1580,1
4,1,0,3080,1
3,1,0,1280,1
2,1,0,1650,0
4,2,0,2850,1
2,1,830,1930,0
3,2,0,1210,1
3,1,0,1150,1
3,1,0,1240,1
5,1,700,3960,1
3,1,0,1370,1
3,1,940,2850,1
4,2,850,3480,1
2,1,0,1780,0
4,1,680,1850,1
2,1,0,1810,0
4,1,750,2110,1
3,1,1090,2620,1
4,1,680,1620,1
3,1,0,1610,1
3,1,420,1870,1
3,2,0,2280,1
4,1.5,0,1530,1
5,1,810,2050,1
6,1,1350,2260,1
1,1,0,1890,0
3,1,470,2090,1
3,1,650,1650,1
5,1.5,0,1510,1
4,2,1460,3540,1
4,2,610,2500,1
2,2,200,1460,0
3,2,0,1510,1
4,1,1000,3540,1
3,1,0,1520,1
4,2,0,1786,1
2,1,0,1120,0
2,2,0,1310,0
3,1,150,1140,1
4,2,0,2710,1
4,2,0,3980,1
3,2,600,2620,1
4,2,0,2109,1
5,1,940,2510,1
2,1,0,850,0
3,2,1100,2110,1
3,1,780,1780,1
3,1,780,1780,1
3,1,0,1180,1
4,1,0,1980,1
3,2,900,2100,1
4,2,290,2970,1
6,1.5,250,1020,1
6,1.5,250,1020,1
3,1,0,1250,1
3,1.5,750,1720,1
3,2,0,1850,1
4,1,170,2326,1
2,1,0,1850,0
4,2,0,1830,1
3,1,0,1750,1
4,1,0,2470,1
3,2,0,2230,1
4,2,1030,2390,1
4,1,1050,3590,1
5,2,1170,2660,1
5,1,1100,2640,1
3,1,0,1560,1
3,2,0,1670,1
4,1,861,2520,1
3,1.5,500,1400,1
2,1,0,1740,0
4,2,0,2080,1
3,1,0,1460,1
3,1,680,1710,1
3,1,1040,1660,1
2,1,0,1440,0
3,2,0,1820,1
4,1,790,3180,1
4,2,2060,3470,1
3,2,0,4050,1
3,2,0,2310,1
4,2,0,1960,1
4,1.5,0,2000,1
5,2,1890,4740,1
3,1,610,2600,1
2,1.5,0,1500,0
3,1,0,1250,1
6,1,770,1330,1
4,2,0,2250,1
4,1,0,2728,1
3,1,0,1410,1
3,1,0,1410,1
4,2,760,2170,1
2,2,0,880,0
3,1,320,2370,1
3,1,0,1490,1
3,1,0,1190,1
2,2,300,1600,0
3,1,1110,2480,1
5,1,1040,1680,1
4,2,0,1970,1
3,1,0,1300,1
3,1,0,1300,1
2,1,570,2480,0
4,1,800,2050,1
2,2,0,1290,0
4,2,0,2420,1
3,1,0,1240,1
4,2,0,2360,1
3,2,0,2370,1
3,1,620,2130,1
4,1,1000,2250,1
4,1,580,1750,1
3,1,0,2590,1
3,1,310,1580,1
3,1,0,1950,1
2,1,0,1240,0
3,1,0,1590,1
2,1.5,0,1470,0
3,1,580,1530,1
2,1,660,1420,0
3,3,0,1358,1
4,1,1010,1450,1
5,2,0,2740,1
4,1,470,1370,1
4,1,1170,1270,1
4,1.5,600,1920,1
4,1,0,1690,1
2,1,0,1110,0
3,2,0,2240,1
1,1,0,1180,0
1,1,0,1180,0
3,1,120,1730,1
3,1,380,1800,1
3,1,0,1840,1
5,1,1180,1160,1
4,1,1570,1830,1
3,2,0,2660,1
3,1,640,2190,1
3,2.5,640,2400,1
3,1,340,1480,1
3,1,0,890,1
5,2,0,4400,1
3,1.5,0,1250,1
3,2,0,1790,1
3,1,700,2030,1
5,1.5,950,2390,1
3,1,920,1250,1
3,1,920,1250,1
4,2,0,1710,1
4,2,0,2750,1
